X,Y,Class,2015-04-_1,2015-04-_2,2015-04-_3,2015-04-_4,2015-04-_5,2015-04-_6,2015-04-_7,2015-04-_8
787153.139816205,1455548.76826044,1,10991.00000,10389.00000,10631.00000,12513.00000,16772.00000,20395.00000,15882.00000,5151.00000
786660.484970557,1453888.45744946,1,11518.00000,11022.00000,12079.00000,13731.00000,19325.00000,21164.00000,15399.00000,5147.00000
786378.967915902,1453299.83088063,1,11710.00000,11194.00000,12044.00000,13801.00000,18131.00000,21086.00000,16052.00000,5176.00000
764730.946224352,1432982.61708382,1,11382.00000,10837.00000,11378.00000,13105.00000,17548.00000,22561.00000,18441.00000,5152.00000
766656.778802792,1433712.00217997,1,11307.00000,10642.00000,11080.00000,13533.00000,17864.00000,24496.00000,17988.00000,5143.00000
766272.89191008,1431997.30739253,1,10802.00000,10017.00000,10007.00000,11212.00000,15623.00000,17393.00000,13101.00000,5143.00000
765172.416150971,1429809.15210406,1,11159.00000,10537.00000,10897.00000,12978.00000,16625.00000,22624.00000,18110.00000,5146.00000
795534.670307097,1430231.42768605,1,11003.00000,10382.00000,10938.00000,12847.00000,17182.00000,21186.00000,16499.00000,5127.00000
795137.987184627,1430384.98244313,1,11249.00000,10677.00000,11590.00000,13762.00000,19488.00000,23312.00000,17758.00000,5108.00000
794133.483148696,1430701.68912962,1,10802.00000,10169.00000,10570.00000,12941.00000,16595.00000,22241.00000,17024.00000,5111.00000
777856.678897684,1436232.85944212,1,11117.00000,10420.00000,10536.00000,13220.00000,16048.00000,22693.00000,18901.00000,5108.00000
782280.975336196,1436757.50486216,1,11291.00000,10685.00000,11664.00000,14607.00000,18209.00000,21298.00000,18446.00000,5128.00000
795304.33817147,1449486.55441302,1,11309.00000,10787.00000,11670.00000,14159.00000,18849.00000,22634.00000,17308.00000,5169.00000
792425.186476125,1449153.85243934,1,11521.00000,10997.00000,11708.00000,13838.00000,18355.00000,22408.00000,17944.00000,5141.00000
798145.101177543,1450267.12442821,1,11008.00000,10408.00000,11119.00000,12970.00000,18959.00000,21929.00000,16524.00000,5134.00000
776628.240841003,1429210.92836292,2,12305.00000,11972.00000,12258.00000,13055.00000,15958.00000,16003.00000,14767.00000,5105.00000
782604.080137562,1429965.90591859,2,12934.00000,12713.00000,12887.00000,13716.00000,15526.00000,16184.00000,15112.00000,5086.00000
780850.996660841,1427406.65996717,2,12775.00000,12454.00000,12600.00000,13083.00000,15768.00000,15988.00000,14459.00000,5096.00000
785339.274248139,1427086.75422324,2,12795.00000,12494.00000,12927.00000,13454.00000,15845.00000,15865.00000,14183.00000,5092.00000
786983.589771925,1432921.83499248,2,12257.00000,11785.00000,11789.00000,12084.00000,15058.00000,14098.00000,13041.00000,5100.00000
790656.107712209,1431597.42521262,2,12550.00000,12431.00000,14720.00000,17854.00000,20663.00000,20904.00000,15289.00000,5105.00000
790444.969921217,1430720.88347426,2,12636.00000,12375.00000,12658.00000,13429.00000,15064.00000,15452.00000,14308.00000,5102.00000
791347.104119091,1429812.3511615,2,14316.00000,14280.00000,14517.00000,15218.00000,17718.00000,17420.00000,14926.00000,5099.00000
791775.777815954,1435295.53561242,2,12377.00000,12028.00000,12493.00000,13264.00000,16918.00000,16771.00000,14162.00000,5112.00000
791353.502233971,1440573.98038721,2,12406.00000,12041.00000,12537.00000,13386.00000,16562.00000,17604.00000,15540.00000,5115.00000
793592.84244146,1439319.94987102,2,12912.00000,12651.00000,13202.00000,14052.00000,17874.00000,17820.00000,15664.00000,5112.00000
793503.26883316,1438321.84394997,2,12495.00000,12165.00000,12303.00000,12924.00000,16259.00000,16726.00000,14752.00000,5109.00000
786260.60279065,1439652.6518447,2,13578.00000,13350.00000,13929.00000,14979.00000,17273.00000,17869.00000,16336.00000,5145.00000
789485.252689435,1440612.36907649,2,12599.00000,12344.00000,12812.00000,13610.00000,16416.00000,16308.00000,14594.00000,5155.00000
782971.971743079,1439780.61414227,2,12750.00000,12532.00000,12739.00000,13571.00000,15785.00000,16663.00000,15265.00000,5124.00000
784098.039961702,1442058.34303904,2,12682.00000,12481.00000,12850.00000,13999.00000,15786.00000,16559.00000,14970.00000,5137.00000
781692.34876737,1441776.82598438,2,12394.00000,12123.00000,12202.00000,13053.00000,16267.00000,15594.00000,13685.00000,5149.00000
795601.850513323,1448027.78422072,2,13469.00000,13233.00000,13925.00000,15542.00000,19308.00000,20256.00000,15148.00000,5143.00000
798020.337937412,1446159.53467618,2,12939.00000,12813.00000,13564.00000,14214.00000,19467.00000,17444.00000,14308.00000,5131.00000
778646.846085184,1453619.73662456,2,16272.00000,17008.00000,15634.00000,15833.00000,21428.00000,26500.00000,23561.00000,5130.00000
776573.856864536,1447720.67470655,2,12364.00000,12184.00000,13458.00000,15207.00000,19032.00000,20797.00000,17519.00000,5140.00000
785300.885558869,1425416.84623995,2,12425.00000,12257.00000,12438.00000,12602.00000,17355.00000,15615.00000,13382.00000,5092.00000
788103.259875671,1423497.41177638,2,12208.00000,11863.00000,12529.00000,14050.00000,17733.00000,19268.00000,16428.00000,5097.00000
789203.73563478,1426248.60117416,2,13300.00000,13497.00000,15500.00000,17910.00000,23719.00000,27882.00000,21407.00000,5089.00000
785876.715897938,1428014.48088063,2,12946.00000,12818.00000,13197.00000,13986.00000,16152.00000,17201.00000,15942.00000,5109.00000
789472.456459679,1428398.36777335,2,12384.00000,12327.00000,14037.00000,16382.00000,19450.00000,23517.00000,17998.00000,5080.00000
790752.079435387,1428347.18285432,2,13204.00000,13099.00000,14057.00000,15554.00000,18273.00000,18937.00000,16051.00000,5076.00000
774424.090265346,1428462.34892213,2,12760.00000,12542.00000,12331.00000,12689.00000,17214.00000,16764.00000,14340.00000,5114.00000
776445.894566965,1426862.8202025,2,12421.00000,12030.00000,12351.00000,12956.00000,16113.00000,17555.00000,16032.00000,5111.00000
780828.603258768,1429540.43127917,2,12646.00000,12324.00000,12497.00000,13086.00000,14920.00000,15462.00000,14113.00000,5101.00000
778723.623463728,1431063.18262026,2,12858.00000,12557.00000,12624.00000,12983.00000,14595.00000,14603.00000,13670.00000,5081.00000
784936.193010792,1428206.42432699,2,12923.00000,12576.00000,13077.00000,13653.00000,15577.00000,16089.00000,14679.00000,5085.00000
782588.084850368,1425839.12182193,2,13665.00000,13599.00000,13792.00000,14349.00000,16189.00000,15759.00000,13864.00000,5096.00000
782959.175513324,1430855.24388671,2,12707.00000,12434.00000,12948.00000,13674.00000,15042.00000,15613.00000,14405.00000,5085.00000
778007.03459733,1420835.79598691,2,12839.00000,12405.00000,13266.00000,13201.00000,16915.00000,18629.00000,17512.00000,5092.00000
795640.239202595,1435289.13749754,2,13723.00000,13572.00000,14615.00000,15510.00000,18623.00000,16844.00000,15201.00000,5100.00000
771768.872590752,1444425.6455441,2,11895.00000,11552.00000,11482.00000,12374.00000,15390.00000,15704.00000,13866.00000,5127.00000
774225.748704112,1443510.71511647,2,12175.00000,11798.00000,12623.00000,13845.00000,16910.00000,16770.00000,14948.00000,5164.00000
772091.977392118,1440007.74722047,2,12595.00000,12050.00000,11001.00000,10056.00000,17356.00000,15025.00000,13868.00000,5118.00000
771263.421515349,1440666.75305296,2,14166.00000,13134.00000,11409.00000,10107.00000,17081.00000,18632.00000,18194.00000,5122.00000
773768.283490296,1440932.27482042,2,13972.00000,13358.00000,11311.00000,10490.00000,17645.00000,21131.00000,19331.00000,5124.00000
772850.154005226,1441328.95794289,2,13221.00000,13521.00000,10492.00000,9913.00000,17169.00000,15466.00000,13330.00000,5126.00000
772760.580396926,1440743.5304315,2,13095.00000,12964.00000,10981.00000,10505.00000,17555.00000,17804.00000,17443.00000,5122.00000
774283.331738021,1442335.8612719,2,13378.00000,13379.00000,11397.00000,10933.00000,16811.00000,17705.00000,15234.00000,5146.00000
773362.003195509,1442499.0132013,2,13395.00000,12827.00000,10287.00000,9190.00000,19347.00000,16143.00000,14031.00000,5146.00000
776002.025347268,1432857.05407933,2,13927.00000,13830.00000,10795.00000,9688.00000,16688.00000,20732.00000,18231.00000,5110.00000
776211.56360954,1433334.51340215,2,12959.00000,12963.00000,10508.00000,9844.00000,19117.00000,17131.00000,17703.00000,5109.00000
773952.229293055,1431538.24264999,2,12891.00000,12330.00000,10252.00000,9284.00000,16613.00000,16153.00000,15468.00000,5100.00000
781578.782228278,1433534.4544921,2,15242.00000,14551.00000,11251.00000,10680.00000,15453.00000,16586.00000,17029.00000,5103.00000
781842.704467018,1433403.29313709,2,12325.00000,11956.00000,10707.00000,10007.00000,18220.00000,15744.00000,12890.00000,5106.00000
780374.337102393,1434209.45561179,2,13403.00000,13135.00000,11433.00000,11174.00000,16162.00000,16932.00000,16499.00000,5102.00000
778035.826114287,1438160.29154929,2,13311.00000,12880.00000,10886.00000,10473.00000,16325.00000,19157.00000,17699.00000,5121.00000
778893.173508009,1437645.24330156,2,15750.00000,16418.00000,17667.00000,19295.00000,21139.00000,21037.00000,16149.00000,5114.00000
796440.003562414,1439827.00047515,2,13261.00000,13218.00000,14605.00000,16503.00000,19038.00000,19691.00000,15295.00000,5122.00000
787284.301171219,1450761.37880258,2,13781.00000,13662.00000,14641.00000,15110.00000,15093.00000,15441.00000,13347.00000,5153.00000
788359.184470816,1450831.75806624,2,13368.00000,12886.00000,13339.00000,13518.00000,14364.00000,14117.00000,13437.00000,5157.00000
784245.196603911,1433172.96100146,2,13925.00000,14217.00000,16656.00000,17914.00000,19299.00000,18366.00000,15201.00000,5090.00000
790040.289155153,1418367.72317252,2,13996.00000,13340.00000,11062.00000,10272.00000,15916.00000,16397.00000,14342.00000,5114.00000
791804.56933291,1418027.02355523,2,12137.00000,11608.00000,10031.00000,9198.00000,16916.00000,15238.00000,12828.00000,5125.00000
782844.00944551,1420004.0410527,2,16382.00000,16826.00000,12854.00000,11736.00000,21125.00000,23641.00000,21515.00000,5101.00000
781158.306116105,1452120.17844991,2,13205.00000,12450.00000,9757.00000,9388.00000,15523.00000,17295.00000,15953.00000,5131.00000
782159.811035687,1452471.87482714,2,12698.00000,12348.00000,13961.00000,15456.00000,20383.00000,21403.00000,17457.00000,5125.00000
763864.440290113,1413927.8263578,3,10734.00000,9740.00000,9454.00000,7944.00000,27353.00000,12598.00000,7990.00000,5129.00000
763270.030997051,1413834.72610708,3,10848.00000,9899.00000,9868.00000,8355.00000,27823.00000,13447.00000,8352.00000,5115.00000
778882.2268871,1413506.48804364,1,10363.00000,9488.00000,9063.00000,8260.00000,17536.00000,13546.00000,9550.00000,5093.00000
778743.770103977,1412298.57197019,3,10320.00000,9422.00000,8605.00000,8213.00000,11845.00000,12874.00000,10176.00000,5120.00000
779211.658543496,1412494.3212153,3,10345.00000,9464.00000,8791.00000,8278.00000,13469.00000,13507.00000,10300.00000,5101.00000
780629.646977547,1412656.64985758,3,10396.00000,9546.00000,9092.00000,8552.00000,14274.00000,14585.00000,10851.00000,5101.00000
780462.543963432,1413420.54935067,3,10189.00000,9217.00000,8820.00000,7547.00000,20971.00000,11632.00000,7767.00000,5092.00000
781250.315315683,1412494.3212153,3,10304.00000,9429.00000,9015.00000,8253.00000,15983.00000,13589.00000,9739.00000,5108.00000
780768.103760669,1414680.98351427,3,10524.00000,9678.00000,9184.00000,8869.00000,14347.00000,15006.00000,11172.00000,5082.00000
778018.065585542,1411147.94835872,3,10057.00000,9131.00000,8551.00000,7607.00000,14367.00000,11016.00000,8146.00000,5096.00000
777929.739706653,1412207.85890539,3,10242.00000,9358.00000,8950.00000,8110.00000,16469.00000,12932.00000,8930.00000,5104.00000
776795.826396595,1414843.31215655,3,11589.00000,10937.00000,11502.00000,10701.00000,9877.00000,8715.00000,7951.00000,5097.00000
779290.43567872,1415621.53476514,3,10103.00000,9200.00000,8772.00000,7894.00000,17922.00000,12956.00000,8970.00000,5099.00000
779137.655780102,1415664.50411162,3,10577.00000,9795.00000,9400.00000,9278.00000,14860.00000,16376.00000,12236.00000,5098.00000
778256.784177131,1415559.46793132,3,10285.00000,9389.00000,8754.00000,8272.00000,12737.00000,13039.00000,10126.00000,5105.00000
779190.173870253,1415210.9387876,3,10300.00000,9445.00000,8853.00000,8439.00000,13969.00000,13952.00000,10383.00000,5090.00000
788564.652962029,1431467.67487494,3,10397.00000,9575.00000,9498.00000,8231.00000,22298.00000,13469.00000,8805.00000,5089.00000
789242.613762147,1431945.11205813,3,10210.00000,9279.00000,9594.00000,7612.00000,32887.00000,13348.00000,8076.00000,5099.00000
787428.352466054,1430856.55528047,3,10167.00000,9307.00000,8878.00000,7714.00000,23722.00000,11323.00000,7846.00000,5082.00000
787304.218798428,1433162.57687524,3,10998.00000,10440.00000,10734.00000,10036.00000,13510.00000,10802.00000,8547.00000,5120.00000
786505.705109556,1429553.15177038,3,10341.00000,9356.00000,9048.00000,7745.00000,22672.00000,11476.00000,7810.00000,5132.00000
788226.866154925,1429137.78142101,3,10268.00000,9360.00000,8929.00000,8106.00000,14029.00000,12758.00000,9574.00000,5082.00000
788207.768667599,1428650.79549417,3,10378.00000,9484.00000,9036.00000,8347.00000,13870.00000,13596.00000,10244.00000,5099.00000
795727.404302713,1432514.45589907,3,10468.00000,9596.00000,9240.00000,7972.00000,19920.00000,11574.00000,7864.00000,5108.00000
795701.145257638,1433326.09911048,3,10276.00000,9426.00000,8933.00000,8481.00000,15503.00000,13182.00000,9783.00000,5111.00000
799864.397494985,1434233.22975852,3,10336.00000,9414.00000,9518.00000,7765.00000,27946.00000,12506.00000,7990.00000,5112.00000
799157.790463874,1433593.46393306,3,10239.00000,9276.00000,9369.00000,7646.00000,27143.00000,12083.00000,7800.00000,5102.00000
801621.366329094,1435245.39658687,3,10187.00000,9269.00000,9569.00000,7645.00000,30327.00000,12826.00000,8068.00000,5117.00000
803340.140188548,1432829.56443997,3,10188.00000,9264.00000,9214.00000,7867.00000,22912.00000,12782.00000,8331.00000,5109.00000
804791.549225423,1432447.61469342,3,10501.00000,9736.00000,9593.00000,9091.00000,16945.00000,13362.00000,9198.00000,5111.00000
805708.228617133,1429544.79661968,3,10222.00000,9322.00000,8851.00000,7965.00000,18512.00000,11166.00000,7708.00000,5111.00000
804361.855760557,1431702.81268766,3,10881.00000,10155.00000,10722.00000,9075.00000,20016.00000,10909.00000,7971.00000,5106.00000
769970.861863006,1456280.08528491,3,10416.00000,9608.00000,9985.00000,8268.00000,24680.00000,15226.00000,9573.00000,5201.00000
769421.809102348,1453997.9355493,,10095.00000,9195.00000,8750.00000,7794.00000,17921.00000,11586.00000,8120.00000,5177.00000
769109.087747363,1456511.64231875,3,10300.00000,9449.00000,9494.00000,8058.00000,23770.00000,14174.00000,9315.00000,5203.00000
807805.371444257,1424346.69928778,3,10319.00000,9498.00000,9427.00000,9065.00000,19333.00000,14833.00000,10234.00000,5120.00000
809638.730227675,1421825.83096058,3,10566.00000,9718.00000,10004.00000,9291.00000,23202.00000,16328.00000,11307.00000,5100.00000
760171.463678199,1450099.66094862,3,10276.00000,9411.00000,9219.00000,8404.00000,18017.00000,12848.00000,9184.00000,5189.00000
756538.166714184,1453145.71017732,3,11524.00000,11040.00000,11776.00000,11417.00000,8932.00000,7300.00000,6641.00000,5194.00000
758934.901373754,1440550.91728497,1,10851.00000,10062.00000,10140.00000,9551.00000,19599.00000,17099.00000,11772.00000,5163.00000
758075.514444027,1442155.10622047,3,10423.00000,9570.00000,9390.00000,8787.00000,17926.00000,14049.00000,9859.00000,5172.00000
756490.422995864,1444838.30318995,1,11635.00000,11018.00000,11111.00000,11146.00000,19469.00000,16775.00000,12674.00000,5164.00000
763699.724461911,1447311.42779883,3,10710.00000,9961.00000,9625.00000,8811.00000,7901.00000,7053.00000,6500.00000,5171.00000
773582.674153777,1444427.70721241,3,10532.00000,9790.00000,9623.00000,8988.00000,17512.00000,14867.00000,10732.00000,5147.00000
764110.320439447,1425244.28119216,3,11079.00000,10277.00000,9975.00000,9821.00000,15772.00000,16162.00000,11927.00000,5128.00000
761971.401858792,1425301.57365415,1,11594.00000,11081.00000,11736.00000,13930.00000,19496.00000,26643.00000,21333.00000,5110.00000
804711.578497236,1446843.53935931,1,12173.00000,11865.00000,13487.00000,16505.00000,20102.00000,24186.00000,18616.00000,5110.00000
799727.134304817,1448170.81472856,3,10903.00000,10271.00000,10553.00000,10535.00000,16879.00000,16953.00000,11854.00000,5120.00000
808110.931241493,1441381.65798371,1,11688.00000,11312.00000,12916.00000,15048.00000,18726.00000,20949.00000,15222.00000,5106.00000
806096.146328463,1442011.87506551,1,11081.00000,10596.00000,11440.00000,14036.00000,18411.00000,23606.00000,18199.00000,5088.00000
811598.609864635,1430188.14322401,3,10431.00000,9733.00000,9614.00000,9925.00000,16329.00000,17317.00000,12727.00000,5105.00000
758407.333286339,1427567.01308834,3,10853.00000,9959.00000,9682.00000,9397.00000,18090.00000,14687.00000,10221.00000,5140.00000
759028.001624474,1431980.91984686,1,11630.00000,11092.00000,11690.00000,14299.00000,19158.00000,26632.00000,20964.00000,5151.00000
792116.785604897,1450868.33481353,3,10240.00000,9417.00000,9218.00000,8285.00000,19363.00000,11588.00000,8233.00000,5122.00000
791066.423801897,1451973.6018926,3,10660.00000,9844.00000,9888.00000,9310.00000,19445.00000,15202.00000,10730.00000,5139.00000
790560.340387726,1443809.42606019,1,12410.00000,12433.00000,14864.00000,18679.00000,15711.00000,11197.00000,8951.00000,5161.00000
788641.042911333,1445461.358714,1,13191.00000,12899.00000,14087.00000,16072.00000,18730.00000,20724.00000,16619.00000,5130.00000
791687.092140034,1441450.88637527,2,11856.00000,11281.00000,11952.00000,12730.00000,17492.00000,16646.00000,13769.00000,5128.00000
786435.283125033,1448774.77276528,2,12356.00000,11943.00000,13623.00000,16408.00000,21040.00000,24062.00000,16502.00000,5141.00000
